SEGMENTID,STREET,DIRECTION,FROM_STREET,TO_STREET,LENGTH, STREET_HEADING, COMMENTS,START_LONGITUDE, START_LATITUDE,END_LONGITUDE, END_LATITUDE, CURRENT_SPEED, LAST_UPDATED
632,Cicero,SB,72nd,79th,0.88,S,,-87.74196546,41.76190001,-87.74162968,41.74920335,30,12/21/16 10:50 PM
633,Cicero,SB,67th,72nd,0.64,S,,-87.74223293,41.77112732,-87.74196546,41.76190001,29,12/21/16 10:50 PM
634,Cicero,SB,63rd,67th,0.5,S,,-87.74248124,41.77841164,-87.74223293,41.77112732,15,12/21/16 10:50 PM
635,Cicero,SB,59th,63rd,0.41,S,,-87.74159263,41.78431897,-87.74248124,41.77841164,30,12/21/16 10:50 PM
636,Cicero,SB,55th,59th,0.6,S,,-87.74216149,41.79303709,-87.74159263,41.78431897,26,12/21/16 10:50 PM
637,Cicero,SB,51st,55th,0.51,S,,-87.74317004,41.80034194,-87.74216149,41.79303709,28,12/21/16 10:50 PM
638,Cicero,SB,47th,51st,0.5,S,,-87.74332578,41.80762849,-87.74317004,41.80034194,28,12/21/16 10:50 PM
639,Cicero,SB,43rd,47th,0.5,S,,-87.74351844,41.81493191,-87.74332578,41.80762849,-1,12/21/16 10:50 PM
640,Cicero,SB,Pershing,43rd,0.49,S,,-87.74373144,41.82204944,-87.74351844,41.81493191,22,12/21/16 10:50 PM
641,Cicero,SB,Harrison,Roosevelt,0.5,S,,-87.74517457,41.87314015,-87.74494381,41.86590877,24,12/21/16 10:50 PM
642,Cicero,SB,Madison,Harrison,0.51,S,,-87.74544139,41.88049658,-87.74517457,41.87314015,25,12/21/16 10:50 PM
643,Cicero,SB,Kinzie,Madison,0.51,N,,-87.74570758,41.8879224,-87.74544139,41.88049658,-1,12/21/16 10:50 PM
644,Cicero,SB,Chicago,Kinzie,0.49,N,,-87.74599572,41.89498747,-87.74570758,41.8879224,-1,12/21/16 10:50 PM
645,Cicero,SB,Division,Chicago,0.51,N,,-87.7461698,41.90234342,-87.74599572,41.89498747,-1,12/21/16 10:50 PM
646,Cicero,SB,North Ave,Division,0.5,N,,-87.74627023,41.90962959,-87.7461698,41.90234342,18,12/21/16 10:50 PM
647,Cicero,SB,Armitage,North Ave,0.5,N,,-87.74629623,41.91693199,-87.74627023,41.90962959,25,12/21/16 10:50 PM
648,Cicero,SB,Fullerton,Armitage,0.5,N,,-87.74645229,41.9242323,-87.74629623,41.91693199,19,12/21/16 10:50 PM
649,Cicero,SB,Diversey,Fullerton,0.5,N,,-87.74677565,41.93153343,-87.74645229,41.9242323,23,12/21/16 10:50 PM
650,Cicero,SB,Belmont,Diversey,0.5,N,,-87.74706202,41.93882051,-87.74677565,41.93153343,-1,12/21/16 10:50 PM
651,Cicero,SB,Addison,Belmont,0.5,N,,-87.74723679,41.94612089,-87.74706202,41.93882051,-1,12/21/16 10:50 PM
652,Cicero,SB,Irving Park,Addison,0.5,N,,-87.74748596,41.95342161,-87.74723679,41.94612089,-1,12/21/16 10:50 PM
653,Cicero,SB,Sunnyside,Irving Park,0.61,N,,-87.74775829,41.96225731,-87.74748596,41.95342161,-1,12/21/16 10:50 PM
654,Congress,EB,I-294 Expy,Clark,0.15,W,,-87.63372706,41.87546775,-87.63067919,41.87544914,-1,7/21/10 2:50 PM
655,Congress,EB,Clark,State,0.15,W,,-87.63067919,41.87544914,-87.62763074,41.87548468,-1,7/21/10 2:50 PM
656,Congress,EB,State,Michigan,0.17,E,,-87.62763074,41.87548468,-87.62425482,41.87559949,-1,12/21/16 10:50 PM
657,Congress,EB,Michigan,Columbus,0.18,E,,-87.62425482,41.87559949,-87.62058952,41.87563104,-1,7/21/10 2:51 PM
658,Congress,WB,Clark,I-294 Expy,0.15,W,,-87.63067619,41.87572354,-87.63372407,41.87574215,-1,7/21/10 2:50 PM
659,Congress,WB,State,Clark,0.15,E,,-87.62762772,41.87575909,-87.63067619,41.87572354,-1,7/21/10 2:50 PM
660,Congress,WB,Michigan,State,0.17,E,,-87.62425178,41.87587389,-87.62762772,41.87575909,14,12/21/16 10:50 PM
661,Congress,WB,Columbus,Michigan,0.18,E,,-87.62058647,41.87590544,-87.62425178,41.87587389,-1,7/21/10 2:50 PM
668,Cumberland,NB,Irving Park,Montrose,0.51,N,,-87.83647649,41.95204872,-87.836524,41.95937465,-1,7/21/10 2:51 PM
669,Cumberland,NB,Montrose,Lawrence,0.5,N,,-87.836524,41.95937465,-87.83652006,41.96660292,-1,7/21/10 2:50 PM
670,Cumberland,NB,Lawrence,Kennedy Expy,1.2,N,,-87.83646579,41.96660292,-87.83639722,41.98421906,28,12/21/16 10:50 PM
671,Cumberland,SB,Montrose,Irving Park,0.51,N,,-87.83689165,41.95937624,-87.8368441,41.95205031,-1,7/21/10 2:50 PM
672,Cumberland,SB,Lawrence,Montrose,0.5,N,,-87.83688775,41.96660451,-87.83689165,41.95937624,-1,7/21/10 2:50 PM
673,Cumberland,SB,Kennedy Expy,Lawrence,1.2,N,,-87.83676501,41.98422065,-87.83683351,41.96660292,-1,12/21/16 10:50 PM
674,Ramp To Cermak Rd,NB,31st,26th,0.5,S,,-87.63025164,41.83827212,-87.63092373,41.84555404,-1,12/21/16 10:50 PM
675,Ramp To Cermak Rd,NB,26th,Cermak,0.5,S,,-87.63092373,41.84555404,-87.63079176,41.85283282,-1,7/21/10 2:50 PM
676,Ramp To SB Dan Ryan Expy,SB,26th,31st,0.5,S,,-87.63129071,41.84555629,-87.63061857,41.83827436,-1,8/2/11 2:20 PM
677,Ramp To SB Dan Ryan Expy,SB,Cermak,26th,0.5,S,,-87.63115878,41.85283506,-87.63129071,41.84555629,-1,8/2/11 2:20 PM
679,Desplaines,SB,Kinzie,Madison,0.5,N,,-87.6445439,41.88903178,-87.64429147,41.88182877,-1,12/21/16 10:50 PM
680,Desplaines,SB,Madison,Harrison,0.51,N,,-87.64429147,41.88182877,-87.64404174,41.87437478,-1,12/21/16 10:50 PM
681,Desplaines,SB,Harrison,Roosevelt,0.5,S,,-87.64404174,41.87437478,-87.64384925,41.86718106,-1,7/21/10 2:50 PM
682,Dr Martin L King Jr,NB,Bishop Ford Expy,95th,0.58,S,,-87.61377146,41.71344133,-87.61397181,41.72185538,-1,7/21/10 2:50 PM
683,Dr Martin L King Jr,NB,95th,91st,0.51,S,,-87.61397181,41.72185538,-87.61418965,41.7291901,27,12/21/16 10:50 PM
684,Dr Martin L King Jr,NB,91st,87th,0.5,S,,-87.61418965,41.7291901,-87.61430791,41.73649924,27,12/21/16 10:50 PM
685,Dr Martin L King Jr,NB,87th,83rd,0.5,S,,-87.61430791,41.73649924,-87.61455939,41.7438091,16,12/21/16 10:50 PM
686,Dr Martin L King Jr,NB,83rd,79th,0.5,S,,-87.61455939,41.7438091,-87.61481092,41.75111901,-1,12/21/16 10:50 PM
687,Dr Martin L King Jr,NB,79th,75th,0.5,S,,-87.61481092,41.75111901,-87.61489623,41.75840293,-1,12/21/16 10:50 PM
688,Dr Martin L King Jr,NB,75th,71st,0.5,S,,-87.61489623,41.75840293,-87.61511451,41.76571256,-1,12/21/16 10:50 PM
689,Dr Martin L King Jr,NB,71st,67th,0.5,S,,-87.61511451,41.76571256,-87.61523373,41.77294678,24,12/21/16 10:50 PM
690,Dr Martin L King Jr,NB,67th,63rd,0.5,S,,-87.61523373,41.77294678,-87.61545291,41.78018158,25,12/21/16 10:50 PM
691,Dr Martin L King Jr,NB,63rd,59th,0.51,S,,-87.61545291,41.78018158,-87.6156377,41.78751591,22,12/21/16 10:50 PM
692,Dr Martin L King Jr,NB,59th,Garfield,0.49,S,,-87.6156377,41.78751591,-87.61579114,41.79467555,23,12/21/16 10:50 PM
693,Dr Martin L King Jr,NB,Garfield,51st,0.51,S,,-87.61579114,41.79467555,-87.61597487,41.80210962,23,12/21/16 10:50 PM
694,Dr Martin L King Jr,NB,51st,47th,0.5,S,,-87.61597487,41.80210962,-87.61639431,41.80938488,-1,12/21/16 10:50 PM
695,Dr Martin L King Jr,NB,47th,43rd,0.5,S,,-87.61639431,41.80938488,-87.61659937,41.81663449,-1,12/21/16 10:50 PM
696,Dr Martin L King Jr,NB,43rd,Pershing,0.5,S,,-87.61659937,41.81663449,-87.61680513,41.82382469,-1,12/21/16 10:50 PM
697,Dr Martin L King Jr,NB,Pershing,35th,0.5,S,,-87.61680513,41.82382469,-87.61697025,41.83110078,30,12/21/16 10:50 PM
698,Dr Martin L King Jr,NB,35th,31st,0.51,S,,-87.61697025,41.83110078,-87.61710312,41.83842121,18,12/21/16 10:50 PM
699,Dr Martin L King Jr,NB,31st,26th,0.5,S,,-87.61710312,41.83842121,-87.61729212,41.84569742,19,12/21/16 10:50 PM
700,Dr Martin L King Jr,NB,26th,24th,0.26,S,,-87.61729212,41.84569742,-87.61813354,41.84933869,17,12/21/16 10:50 PM
701,Dr Martin L King Jr,SB,95th,Bishop Ford Expy,0.58,S,,-87.61433809,41.72185768,-87.61413769,41.71344362,-1,7/21/10 2:50 PM
702,Dr Martin L King Jr,SB,91st,95th,0.51,S,,-87.61455598,41.72919239,-87.61433809,41.72185768,-1,12/21/16 10:50 PM
703,Dr Martin L King Jr,SB,87th,91st,0.5,S,,-87.61467428,41.73650153,-87.61455598,41.72919239,-1,12/21/16 10:50 PM
704,Dr Martin L King Jr,SB,83rd,87th,0.5,S,,-87.61492578,41.7438114,-87.61467428,41.73650153,-1,12/21/16 10:50 PM
705,Dr Martin L King Jr,SB,79th,83rd,0.5,S,,-87.61517737,41.7511213,-87.61492578,41.7438114,23,12/21/16 10:50 PM
706,Dr Martin L King Jr,SB,75th,79th,0.5,S,,-87.6152627,41.75840522,-87.61517737,41.7511213,24,12/21/16 10:50 PM
707,Dr Martin L King Jr,SB,71st,75th,0.5,S,,-87.61548104,41.76571485,-87.6152627,41.75840522,29,12/21/16 10:50 PM
708,Dr Martin L King Jr,SB,67th,71st,0.5,S,,-87.61560029,41.77294907,-87.61548104,41.76571485,22,12/21/16 10:50 PM
709,Dr Martin L King Jr,SB,63rd,67th,0.5,S,,-87.61581953,41.78018387,-87.61560029,41.77294907,25,12/21/16 10:50 PM
710,Dr Martin L King Jr,SB,59th,63rd,0.51,S,,-87.61600437,41.7875182,-87.61581953,41.78018387,23,12/21/16 10:50 PM
711,Dr Martin L King Jr,SB,Garfield,59th,0.49,S,,-87.61615784,41.79467784,-87.61600437,41.7875182,20,12/21/16 10:50 PM
712,Dr Martin L King Jr,SB,51st,Garfield,0.51,S,,-87.61634162,41.80211191,-87.61615784,41.79467784,25,12/21/16 10:50 PM
713,Dr Martin L King Jr,SB,47th,51st,0.5,S,,-87.61676108,41.80938717,-87.61634162,41.80211191,24,12/21/16 10:50 PM
714,Dr Martin L King Jr,SB,43rd,47th,0.5,S,,-87.61696619,41.81663678,-87.61676108,41.80938717,-1,12/21/16 10:50 PM
715,Dr Martin L King Jr,SB,Pershing,43rd,0.5,S,,-87.617172,41.82382698,-87.61696619,41.81663678,-1,12/21/16 10:50 PM
716,Dr Martin L King Jr,SB,35th,Pershing,0.5,S,,-87.61733714,41.83110306,-87.617172,41.82382698,27,12/21/16 10:50 PM
717,Dr Martin L King Jr,SB,31st,35th,0.51,S,,-87.61747008,41.8384235,-87.61733714,41.83110306,20,12/21/16 10:50 PM
718,Dr Martin L King Jr,SB,26th,31st,0.5,S,,-87.61765909,41.84569971,-87.61747008,41.8384235,16,12/21/16 10:50 PM
719,Dr Martin L King Jr,SB,24th,26th,0.26,S,,-87.61850056,41.84934098,-87.61765909,41.84569971,21,12/21/16 10:50 PM
721,Elston,NW,North Ave,Ashland,0.62,N,,-87.66202118,41.91075153,-87.66795526,41.91862248,-1,12/21/16 10:50 PM
722,Elston,NW,Ashland,Damen,0.69,N,,-87.66795526,41.91862248,-87.6777182,41.92536423,-1,7/21/10 2:50 PM
723,Elston,NW,Damen,Western,0.7,N,,-87.6777182,41.92536423,-87.68770285,41.93215572,-1,7/21/10 2:50 PM
724,Elston,NW,Western,California,0.69,N,,-87.68770285,41.93215572,-87.69754278,41.93895101,-1,7/21/10 2:50 PM
725,Elston,NW,California,Kedzie,0.71,N,,-87.69754278,41.93895101,-87.7076034,41.94591106,-1,7/21/10 2:50 PM
726,Elston,NW,Kedzie,Central Park,0.7,N,,-87.7076034,41.94591106,-87.71759386,41.95276025,-1,7/21/10 2:50 PM
727,Elston,NW,Central Park,Pulaski,0.7,N,,-87.71759386,41.95276025,-87.72765935,41.95966375,-1,7/21/10 2:50 PM
728,Elston,NW,Pulaski,Kostner,0.71,N,,-87.72765935,41.95966375,-87.73770802,41.96661883,-1,7/21/10 2:50 PM
729,Elston,NW,Kostner,Cicero,0.68,N,,-87.73770802,41.96661883,-87.74778082,41.97294435,-1,7/21/10 2:50 PM
730,Elston,NW,Cicero,Laramie,0.66,N,,-87.74778082,41.97294435,-87.75764294,41.97894619,-1,7/21/10 2:51 PM
731,Elston,NW,Laramie,Central,0.69,N,,-87.75764294,41.97894619,-87.768153,41.9850308,-1,7/21/10 2:51 PM
732,Elston,NW,Central,Austin,0.6,N,,-87.768153,41.9850308,-87.77770526,41.98990334,-1,7/21/10 2:50 PM
733,Elston,NW,Austin,Milwaukee,0.33,N,,-87.77770526,41.98990334,-87.7828565,41.99266284,-1,7/21/10 2:50 PM
735,Elston,SE,Ashland,North Ave,0.62,N,,-87.66832265,41.91862461,-87.66238854,41.91075368,-1,8/2/11 2:21 PM
736,Elston,SE,Damen,Ashland,0.69,N,,-87.67808566,41.92536633,-87.66832265,41.91862461,-1,7/21/10 2:50 PM
737,Milwaukee,NW,Fullerton,Diversey,0.79,N,,-87.70022285,41.92478966,-87.71206618,41.93195118,27,12/21/16 10:50 PM
738,Milwaukee,NW,Diversey,Belmont,0.78,N,,-87.71206618,41.93195118,-87.72376658,41.93914055,25,12/21/16 10:50 PM
739,Milwaukee,NW,Belmont,Addison,0.78,N,,-87.72376658,41.93914055,-87.73544316,41.94624316,27,12/21/16 10:50 PM
740,Elston,SE,Western,Damen,0.7,N,,-87.68807035,41.93215779,-87.67808566,41.92536633,-1,7/21/10 2:50 PM
741,Elston,SE,California,Western,0.69,N,,-87.69791033,41.93895305,-87.68807035,41.93215779,-1,7/21/10 2:50 PM
742,Elston,SE,Kedzie,California,0.71,N,,-87.70797095,41.94591306,-87.69791033,41.93895305,-1,7/21/10 2:50 PM
743,Elston,SE,Central Park,Kedzie,0.7,N,,-87.71796145,41.95276222,-87.70797095,41.94591306,-1,7/21/10 2:50 PM
744,Elston,SE,Pulaski,Central Park,0.7,N,,-87.72802699,41.95966569,-87.71796145,41.95276222,-1,7/21/10 2:50 PM
745,Elston,SE,Kostner,Pulaski,0.71,N,,-87.73807572,41.96662074,-87.72802699,41.95966569,-1,7/21/10 2:50 PM
746,Elston,SE,Cicero,Kostner,0.68,N,,-87.74814853,41.97294622,-87.73807572,41.96662074,-1,7/21/10 2:50 PM
747,Elston,SE,Laramie,Cicero,0.66,N,,-87.7580107,41.97894803,-87.74814853,41.97294622,-1,7/21/10 2:50 PM
748,Elston,SE,Central,Laramie,0.69,N,,-87.76852077,41.98503261,-87.7580107,41.97894803,-1,7/21/10 2:50 PM
749,Elston,SE,Austin,Central,0.6,N,,-87.77807307,41.98990512,-87.76852077,41.98503261,-1,7/21/10 2:50 PM
750,Elston,SE,Milwaukee,Austin,0.33,N,,-87.78322435,41.9926646,-87.77807307,41.98990512,-1,7/21/10 2:51 PM
751,Indianapolis,NB,106TH,Ewing,0.89,S,,-87.52429599,41.70274323,-87.53509242,41.71281167,-1,7/21/10 2:50 PM
752,Ewing,NB,Indianapolis,96th,0.59,S,,-87.53509242,41.71281167,-87.535052,41.72132611,-1,12/21/16 10:50 PM
753,Ewing,NB,96th,95th,0.13,S,,-87.535052,41.72132611,-87.53635941,41.72294029,-1,12/21/16 10:50 PM
754,Indianapolis,SB,Ewing,106TH,0.89,S,,-87.53545865,41.71281421,-87.52466216,41.7027458,-1,7/21/10 2:50 PM
755,Ewing,SB,96th,Indianapolis,0.59,S,,-87.53541827,41.72132866,-87.53545865,41.71281421,-1,12/21/16 10:50 PM
756,Ewing,SB,95th,96th,0.13,S,,-87.53672571,41.72294283,-87.53541827,41.72132866,-1,12/21/16 10:50 PM
757,Grand,WB,State,LaSalle,0.43,E,Oneway,-87.62806696,41.8917151,-87.63258787,41.8916126,-1,12/21/16 10:50 PM
758,Grand,WB,Michigan,State,0.2,E,Oneway,-87.62414615,41.8917304,-87.62806696,41.8917151,20,12/21/16 10:50 PM
759,Grand,WB,Columbus,Michigan,0.2,E,Oneway,-87.62020376,41.89179849,-87.62414615,41.8917304,25,12/21/16 10:50 PM
760,Grand,WB,Lake Shore Dr,Columbus,0.3,E,Oneway,-87.61421797,41.89189994,-87.62020376,41.89179849,16,12/21/16 10:50 PM
762,Harlem,NB,63rd,59th,0.51,S,,-87.80071556,41.77729068,-87.80103283,41.78468758,-1,12/21/16 10:50 PM
763,Harlem,NB,59th,Archer,0.5,S,,-87.80103283,41.78468758,-87.80134462,41.79193834,-1,12/21/16 10:50 PM
764,Harlem,NB,Archer,53RD,0.26,S,,-87.80134462,41.79193834,-87.80142214,41.79575948,-1,7/21/10 2:50 PM
765,Harlem,NB,North Ave,Armitage,0.51,N,,-87.8055691,41.90883753,-87.8058078,41.91616894,20,12/21/16 10:50 PM
766,Harlem,NB,Armitage,Grand,0.54,N,,-87.8058078,41.91616894,-87.8060612,41.92399189,23,12/21/16 10:50 PM
767,Harlem,NB,Grand,Diversey,0.47,N,,-87.8060612,41.92399189,-87.80628551,41.93081218,23,12/21/16 10:50 PM
768,Harlem,NB,Diversey,Belmont,0.5,N,,-87.80628551,41.93081218,-87.80654434,41.93798727,25,12/21/16 10:50 PM
769,Harlem,NB,Belmont,Addison,0.5,N,,-87.80654434,41.93798727,-87.80682109,41.94526297,-1,12/21/16 10:50 PM
770,Harlem,NB,Addison,Forest Preserve Ave,0.59,N,,-87.80682109,41.94526297,-87.80710558,41.95387908,-1,12/21/16 10:50 PM
771,Harlem,NB,Gunnison,Foster,0.5,N,,-87.80694983,41.96825962,-87.80683435,41.97546645,23,12/21/16 10:50 PM
772,Milwaukee,NW,Addison,Irving Park,0.78,N,,-87.73544316,41.94624316,-87.7471035,41.95341773,-1,12/21/16 10:50 PM
773,Milwaukee,NW,Irving Park,Montrose,0.62,N,,-87.7471035,41.95341773,-87.75430536,41.96063245,24,12/21/16 10:50 PM
774,Peterson,EB,Edens Expy,Cicero,0.12,W,,-87.75066844,41.9900233,-87.74832716,41.98976231,-1,12/21/16 10:50 PM
775,Peterson,EB,Cicero,Kostner,0.51,W,,-87.74832716,41.98976231,-87.73838654,41.98987342,-1,12/21/16 10:50 PM
776,Peterson,EB,Kostner,Pulaski,0.5,W,,-87.73838654,41.98987342,-87.72865669,41.99003117,-1,12/21/16 10:50 PM
777,Peterson,EB,Pulaski,Central Park,0.5,W,,-87.72865669,41.99003117,-87.71887021,41.99011597,-1,12/21/16 10:50 PM
778,Peterson,EB,Central Park,Jersey,0.39,W,,-87.71887021,41.99011597,-87.71111146,41.99024515,-1,12/21/16 10:50 PM
779,Peterson,EB,Jersey,California,0.6,W,,-87.71111146,41.99024515,-87.69940015,41.99030075,-1,12/21/16 10:50 PM
780,Peterson,EB,California,Western,0.49,W,,-87.69940015,41.99030075,-87.68969383,41.99038352,-1,12/21/16 10:50 PM
781,Peterson,EB,Western,Damen,0.5,W,,-87.68969383,41.99038352,-87.67986058,41.99055022,-1,12/21/16 10:50 PM
782,Peterson,EB,Damen,Ridge,0.39,W,,-87.67986058,41.99055022,-87.67214791,41.99064283,-1,12/21/16 10:50 PM
783,Peterson,WB,Cicero,Edens Expy,0.12,W,,-87.74832465,41.99003672,-87.75066593,41.99029771,-1,12/21/16 10:50 PM
784,Peterson,WB,Kostner,Cicero,0.51,W,,-87.73838398,41.99014783,-87.74832465,41.99003672,-1,12/21/16 10:50 PM
785,Peterson,WB,Pulaski,Kostner,0.5,W,,-87.7286541,41.99030557,-87.73838398,41.99014783,-1,12/21/16 10:50 PM
786,Peterson,WB,Central Park,Pulaski,0.5,W,,-87.71886757,41.99039038,-87.7286541,41.99030557,-1,12/21/16 10:50 PM
787,Peterson,WB,Jersey,Central Park,0.39,W,,-87.71110878,41.99051956,-87.71886757,41.99039038,-1,12/21/16 10:50 PM
788,Peterson,WB,California,Jersey,0.6,W,,-87.69939743,41.99057516,-87.71110878,41.99051956,-1,12/21/16 10:50 PM
789,Peterson,WB,Western,California,0.49,W,,-87.68969106,41.99065792,-87.69939743,41.99057516,-1,12/21/16 10:50 PM
790,Peterson,WB,Damen,Western,0.5,W,,-87.67985777,41.99082463,-87.68969106,41.99065792,-1,12/21/16 10:50 PM
791,Peterson,WB,Ridge,Damen,0.39,W,,-87.67214507,41.99091724,-87.67985777,41.99082463,-1,12/21/16 10:50 PM
792,Ridge,EB,Peterson,Hollywood,0.63,W,part of Peterson,-87.67214791,41.99064283,-87.66240651,41.98490569,-1,12/21/16 10:50 PM
793,Hollywood,EB,Ridge,Lake Shore Dr,0.45,W,part of Peterson,-87.66240651,41.98490569,-87.65352012,41.98525955,-1,12/21/16 10:50 PM
794,Hollywood,WB,Lake Shore Dr,Ridge,0.45,W,part of Peterson,-87.6535172,41.98553395,-87.66240363,41.98518009,-1,7/21/10 2:50 PM
795,Ridge,WB,Hollywood,Peterson,0.63,W,part of Peterson,-87.66240363,41.98518009,-87.67214507,41.99091724,-1,12/21/16 10:50 PM
796,Stony Island,NB,103rd,95th,1.01,S,,-87.5857288,41.70776803,-87.58495074,41.72234636,-1,12/21/16 10:50 PM
797,Stony Island,NB,95th,91st,0.5,S,,-87.58495074,41.72234636,-87.58506948,41.72961117,33,12/21/16 10:50 PM
798,Stony Island,NB,91st,87th,0.5,S,,-87.58506948,41.72961117,-87.58523857,41.73691345,-1,12/21/16 10:50 PM
799,Stony Island,NB,87th,83rd,0.5,S,,-87.58523857,41.73691345,-87.58540768,41.74421622,-1,12/21/16 10:50 PM
800,Stony Island,NB,83rd,79th,0.5,S,,-87.58540768,41.74421622,-87.58557682,41.75151848,-1,12/21/16 10:50 PM
801,Stony Island,NB,79th,75th,0.5,S,,-87.58557682,41.75151848,-87.58574643,41.7587832,-1,12/21/16 10:50 PM
802,Stony Island,NB,75th,71st,0.5,S,,-87.58574643,41.7587832,-87.58591562,41.76608544,29,12/21/16 10:50 PM
803,Stony Island,NB,71st,67th,0.5,S,,-87.58591562,41.76608544,-87.58603448,41.77334985,25,12/21/16 10:50 PM
804,Stony Island,NB,67th,63rd,0.5,S,,-87.58603448,41.77334985,-87.58625452,41.7806524,27,12/21/16 10:50 PM
805,Stony Island,NB,63rd,59th,0.5,S,,-87.58625452,41.7806524,-87.58647548,41.78787961,34,12/21/16 10:50 PM
806,Stony Island,NB,59th,57th,0.25,S,,-87.58647548,41.78787961,-87.58653428,41.79156857,33,12/21/16 10:50 PM
807,Stony Island,SB,95th,103rd,1.01,S,,-87.585317,41.72234875,-87.58609498,41.70777042,46,12/21/16 10:50 PM
808,Stony Island,SB,91st,95th,0.5,S,,-87.5854358,41.72961356,-87.585317,41.72234875,30,12/21/16 10:50 PM
809,Stony Island,SB,87th,91st,0.5,S,,-87.58560491,41.73691584,-87.5854358,41.72961356,-1,12/21/16 10:50 PM
810,Stony Island,SB,83rd,87th,0.5,S,,-87.58577409,41.7442186,-87.58560491,41.73691584,25,12/21/16 10:50 PM
811,Stony Island,SB,79th,83rd,0.5,S,,-87.58594326,41.75152086,-87.58577409,41.7442186,23,12/21/16 10:50 PM
812,Stony Island,SB,75th,79th,0.5,S,,-87.5861129,41.75878558,-87.58594326,41.75152086,16,12/21/16 10:50 PM
813,Stony Island,SB,71st,75th,0.5,S,,-87.58628216,41.76608783,-87.5861129,41.75878558,29,12/21/16 10:50 PM
814,Stony Island,SB,67th,71st,0.5,S,,-87.58640104,41.77335223,-87.58628216,41.76608783,-1,12/21/16 10:50 PM
815,Stony Island,SB,63rd,67th,0.5,S,,-87.58662112,41.78065479,-87.58640104,41.77335223,27,12/21/16 10:50 PM
816,Stony Island,SB,59th,63rd,0.5,S,,-87.58684211,41.78788199,-87.58662112,41.78065479,29,12/21/16 10:50 PM
817,Stony Island,SB,57th,59th,0.25,S,,-87.58690096,41.79157095,-87.58684211,41.78788199,24,12/21/16 10:50 PM
818,Torrence,NB,130th,126TH PL,0.48,S,,-87.55910405,41.65919096,-87.55865544,41.66616982,-1,7/21/10 2:50 PM
819,Torrence,NB,126TH PL,122ND,0.52,S,,-87.55865544,41.66616982,-87.55906597,41.67376597,-1,7/21/10 2:51 PM
820,Torrence,NB,122ND,112th,1.25,S,,-87.55906597,41.67376597,-87.55927922,41.69193964,-1,7/21/10 2:50 PM
821,Torrence,NB,112th,107th,0.62,S,,-87.55927922,41.69193964,-87.55939164,41.70097523,-1,12/21/16 10:50 PM
822,Torrence,NB,107th,103rd,0.5,S,,-87.55939164,41.70097523,-87.55948256,41.70816674,-1,12/21/16 10:50 PM
823,Torrence,NB,103rd,99th,0.5,S,,-87.55948256,41.70816674,-87.55959226,41.71540424,-1,12/21/16 10:50 PM
824,Milwaukee,NW,Montrose,Lawrence,0.59,N,,-87.75430536,41.96063245,-87.76059119,41.9678435,23,12/21/16 10:50 PM
825,Milwaukee,NW,Lawrence,Foster,0.65,N,,-87.76059119,41.9678435,-87.76755465,41.97565424,29,12/21/16 10:50 PM
826,Milwaukee,NW,Foster,Bryn Mawr,0.61,N,,-87.76755465,41.97565424,-87.77417925,41.98291503,18,12/21/16 10:50 PM
827,Milwaukee,NW,Bryn Mawr,Peterson,0.61,N,,-87.77417925,41.98291503,-87.78085064,41.99019463,-1,12/21/16 10:50 PM
828,Harlem,NB,Foster,Bryn Mawr,0.5,N,,-87.80683435,41.97546645,-87.80675542,41.98277677,27,12/21/16 10:50 PM
829,Harlem,NB,Bryn Mawr,Peterson,0.5,N,,-87.80675542,41.98277677,-87.80669607,41.98997826,-1,12/21/16 10:50 PM
830,Harlem,NB,Peterson,Devon,0.54,N,,-87.80669607,41.98997826,-87.80661307,41.99777443,-1,12/21/16 10:50 PM
831,Harlem,NB,Devon,Pratt,0.46,N,,-87.80661307,41.99777443,-87.80652045,42.00446473,-1,12/21/16 10:50 PM
832,Harlem,NB,Pratt,Touhy,0.5,N,,-87.80652045,42.00446473,-87.80644192,42.01171358,-1,12/21/16 10:50 PM
834,Harlem,SB,59th,63rd,0.51,S,,-87.80139948,41.78468928,-87.80108215,41.77729238,-1,12/21/16 10:50 PM
835,Harlem,SB,Archer,59th,0.5,S,,-87.80171131,41.79194003,-87.80139948,41.78468928,-1,12/21/16 10:50 PM
836,Harlem,SB,53RD,Archer,0.26,S,,-87.80178887,41.79576117,-87.80171131,41.79194003,-1,7/21/10 2:50 PM
837,Harlem,SB,Armitage,North Ave,0.51,N,,-87.80617521,41.91617063,-87.80593645,41.90883922,30,12/21/16 10:50 PM
838,Harlem,SB,Grand,Armitage,0.54,N,,-87.80642863,41.92399357,-87.80617521,41.91617063,28,12/21/16 10:50 PM
839,Harlem,SB,Diversey,Grand,0.47,N,,-87.80665298,41.93081387,-87.80642863,41.92399357,16,12/21/16 10:50 PM
840,Harlem,SB,Belmont,Diversey,0.5,N,,-87.80691187,41.93798896,-87.80665298,41.93081387,-1,12/21/16 10:50 PM
841,Harlem,SB,Addison,Belmont,0.5,N,,-87.80718866,41.94526465,-87.80691187,41.93798896,-1,12/21/16 10:50 PM
842,Harlem,SB,Forest Preserve Ave,Addison,0.59,N,,-87.80747319,41.95388076,-87.80718866,41.94526465,20,12/21/16 10:50 PM
843,Harlem,SB,Foster,Gunnison,0.5,N,,-87.80720208,41.97546814,-87.80731754,41.9682613,19,12/21/16 10:50 PM
